,Question,Type,category_id
0,Are there any animal species where the female looks for the male to mate?,yesno,2
0,"Is Tufts University a good college (moreover, a good engineering college)?",yesno,2
0,Is Tufts University a good school to study engineering?,yesno,2
0,Is there any NGO in Mumbai for which I can work as volunteer on weekends?,yesno,2
0,Is there any NGO in Mumbai for which I can work/volunteer?,yesno,2
0,What is the one thing you would like to do if you came to know you had only 24 hours left with you?,yesno,2
0,What is the one thing you would like to do if you came to know you had only 1 hour left with you?,yesno,2
0,Who was the first gentleman that started turning students in to cock as punishment?,yesno,2
0,Who was that first gentleman that started turning students in to cock as punishment?,yesno,2
0,What is cerber 3?,summary,0
0,What is cerber?,summary,0
0,"Can I slap ""Forever"" stamps on a letter to Canada?",yesno,2
0,"Can I use multiple Forever USPS stamps to make up a certain postage amount, on a postcard bound to an international country?",yesno,2
0,What are some good chat websites?,summary,0
0,What are the best chatting websites?,summary,0
0,How do I maintain interest in web programming?,summary,0
0,How can I increase my interest in web programming?,summary,0
0,What are the best places to visit in Kerala?,summary,0
0,What are the best places to visit in Kerala for 3 to 4 days?,summary,0
0,Why is that Antarctica is considered both an ocean as well as a continent?,yesno,2
0,Why is that Antarctica is considered both as an ocean as well as a continental landmass?,yesno,2
0,What are some sample excuse letters for being absent in a college class?,summary,0
0,What's a good excuse to use in a financial aid appeal letter?,summary,0
0,Why do cats get scared when you place a cucumber in front of it?,summary,0
0,Why cats scared by cucumbers?,summary,0
0,How effective is scrapping 500 and 1000 rupee notes? Will it reduce black money?,yesno,2
0,How will replacing 1000 notes with 2000 notes going to stop corruption and black money?,yesno,2
0,How do I stop feeling sad?,summary,0
0,How do I stop feeling sad about nothing?,summary,0
0,How can I creative?,summary,0
0,How can I become creative?,summary,0
0,How can I understand SHA-1 algorithm? What are the best examples for it?,summary,0
0,What are some of the best ways to deeply understand algorithms?,summary,0
0,What are some tips on making it through the job interview process at Republic Bank?,yesno,2
0,What are some tips on making it through the job interview process at Republic Services?,yesno,2
0,Is VNIT tier 1 college?,yesno,2
0,Is NIT surathkal a tier 1 college?,yesno,2
0,Who is the best packers and movers in India? I am planning to shift from Mangalore (Karnataka state) to Gurgaon.,yesno,2
0,"As a new web developer, is it a good idea to start development on one of the new stacks like MEAN instead of the standard LAMP stack?",yesno,2
0,"What are some examples of ""walking dead"" companies?",summary,0
0,"What are some examples of ""walking dead"" startups?",summary,0
0,Is declartion statement reuired in a resume?,yesno,2
0,Is declartion statement required in a resume?,yesno,2
0,Do people make money off musical.ly?,yesno,2
0,Can people make money by listening to music?,yesno,2
0,What is the difference between the proxyserver and the webservices?,summary,0
0,My little newborn can't sleep in the mornings. What is a good why to Keep away the pigeons from our rooftop?,summary,0
0,Is Jamie Azor Ahai?,yesno,2
0,Is it possible that Jaime Lannister could be Azor Ahai?,yesno,2
0,How do I delete my indeed account?,summary,0
0,How do I delete my Quora account?,summary,0
0,How can I join Indian army after BBA?,yesno,2
0,Can a boy join the Indian armed forces after a BSc degree?,yesno,2
0,What is eye power?,summary,0
0,What is eye power for ips?,summary,0
0,What toy(s) would keep an 11-month baby boy effectively occupied on a long flight?,summary,0
0,What are good hacks for traveling with babies / toddlers on long flights?,summary,0
0,How much money can a new grad hire at Blackstone expect to make in the first year?,yesno,2
0,How much money does Warren Buffett's secretary make per year?,yesno,2
0,Who were the Tuskegee Airmen?,yesno,2
0,Who are the Tuskegee Airmen?,yesno,2
0,How do I know whether person is lying?,yesno,2
0,How do we know whether someone is lying to you?,yesno,2
0,Could the RPK be belt-fed?,yesno,2
0,Why don't assault rifles use 100 round beta mags or are belt fed?,yesno,2
0,What is parents going to look like in the future?,summary,0
0,What are parenting trends going to look like in the future?,summary,0
0,Should kids be allowed to draw on walls?,yesno,2
0,Can an architect help me to draw a section of a stone wall?,yesno,2
0,Is it possible to initialize tensors in TensorFlow with numpy?,yesno,2
0,Can I install TensorFlow in AWS?,yesno,2
0,Do you believe there is life after death?,yesno,2
0,Do you believe in life after death?,yesno,2
0,"Which is the best smart TV under Rs.40,000?",factoid,3
0,Which is the best smart tv under Rs.45000?,factoid,3
0,What are the best training institutes of PMP in Delhi?,summary,0
0,"What are some good PMP training classroom sessions in Delhi, NCR?",summary,0
0,What is the national festival of India?,summary,0
0,What are some national festivals of India? How are they celebrated?,summary,0
0,Which is the best antivirus for Windows 7?,factoid,3
0,Which is the best antivirus software for Windows 10?,factoid,3
0,How do I improve diet to gain weight? What are other options to gain weight?,summary,0
0,What is the best diet to gain weight?,summary,0
0,Whey is the sky blue?,yesno,2
0,Why is the sky blue on Earth?,yesno,2
0,"Do tech giants lIke Google, Microsoft, Amazon etc hire someone with very good coding skill but past backlogs?",yesno,2
0,Is Rhaegar Targaryen a villain?,yesno,2
0,"Why do Muslims of India, Pakistan and Bangladesh have problem accepting that their ancestors were Hindus and their conversion might be forced upon?",yesno,2
0,Were the ancestors of Christians and Muslims in India Hindus at some point?,yesno,2
0,How old is senior citizen?,yesno,2
0,What age is considered a senior citizen? What benefits do senior citizens have?,yesno,2
0,Are Muslims allowed to celebrate Christmas?,yesno,2
0,What do Muslims think about Christmas? Are there any Muslims who celebrate it?,yesno,2
0,How I use 4G network sim on my 3G mobile?,summary,0
0,How can I start Jio 4G sim in 3G mobiles?,summary,0
0,What is the difference between knowledge mining and wisdom mining?,summary,0
0,"What is the difference between data mining, knowledge mining and wisdom mining?",summary,0
0,What are some of the best smartphones technology gadgets?,summary,0
0,What are some of the best phones tools and gadgets?,summary,0
0,"How many protons, neutrons and electrons does sulfur have?",factoid,3
0,How many protons does sulfur have?,factoid,3
0,Who was the worst dressed at the 2016 Emmy's?,yesno,2
0,Who was the best dressed at the 2015 Emmy's?,yesno,2
0,What would have happened if Hitler had taken Moscow during WW2?,yesno,2
0,What would have happened if Hitler had withdrawn German troops back to Germany from the Soviet Union in February 1942 after losing the battle of Moscow?,yesno,2
0,How can I get rid from dandruff?,summary,0
0,How do I stop dandruff and hairfall?,summary,0
0,What is your favorite way to stay connected to your spouse when you work long hours?,factoid,3
0,What is your favorite way to stay connected to your kid(s) when you're working long hours?,factoid,3
0,How did online gambling emerge?,summary,0
0,How can I do online gambling in India?,summary,0
0,I'm 25 and majoring in industrial engineering in grad school. I know basic statistics and limited knowledge of programming. I am a year from graduation. Is it possible I can pursue my career in data mining/machine learning?,yesno,2
0,"I am a B.Tech in biotechnology and have very little knowledge in programming languages. Currently, I am working in IT as a QA engineer/BA for the last 3 years. How can I make my career in data science?",yesno,2
0,What do you do if you suspect your spouse is cheating?,yesno,2
0,Do you suspect your spouse is cheating on you?,yesno,2
0,Why are synchronous connections always a lot more expensive than asynchronous?,yesno,2
0,Why does VC application is freezing though we have more than 10Mbps connectivity at each end. In LAN it is working fine but not on internet?,yesno,2
0,I am presently in 9th std and FIITJEE integrated. How much effort should I put in studying for iit?,summary,0
0,How much should I read in 9th standard CBSE?,summary,0
0,How long does meat last in the freezer? What can be done to preserve them longer?,factoid,3
0,How long does meat last in the freezer?,factoid,3
0,What are the puzzles asked in interview?,summary,0
0,What are the puzzles asked in an interview?,summary,0
0,My questions are fine. Why does Quora keep saying they need improvement? It's frustrating.,yesno,2
0,Why do my questions on Quora need improving?,yesno,2
0,What is %0|%0?,summary,0
0,What is 0/0?,summary,0
0,Which is best protein powder for weight gain?,factoid,3
0,Which protein supplement is best?,factoid,3
